13
2 3
95	15	498
1	70	633
33	13	420
9	77	481
98	95	944
53	50	500
45	31	222
98	63	713
98	61	440
52	68	720
65	62	808
33	81	801
18	85	230
86	78	999
71	17	913
45	28	602
31	49	358
77	55	35
66	81	120
63	31	628
89	92	82
62	43	19
94	91	544
58	87	24
12	59	965
27	7	719
33	40	325
27	4	282
70	39	963
48	7	885
92	18	452
42	25	485
27	80	203
30	34	450
6	78	304
5	42	357
72	55	502
86	0	745
44	65	527
57	42	59
90	23	707
85	75	548
19	63	660
87	14	306
76	29	518
83	94	652
79	88	554
19	20	483
41	13	192
26	29	558
87	59	561
64	13	256
81	74	487
1	77	151
10	17	479
83	73	80
85	97	882
97	86	535
74	33	643
96	31	991
14	46	1000
14	29	279
83	17	159
49	87	414
8	87	864
44	48	184
38	73	772
93	19	241
65	96	240
82	32	546
28	86	205
16	56	38
92	61	408
65	23	645
37	66	808
74	88	985
72	41	161
99	27	224
79	25	785
90	32	512
85	42	802
90	10	69
89	52	94
13	7	790
36	95	612
11	98	912
5	99	780
44	42	359
35	95	868
38	8	247
20	56	14
2	42	356
35	15	689
77	51	260
36	60	815
45	47	420
71	80	29
67	4	718
66	61	255
44	61	107
94	74	892
24	7	857
56	89	76
98	43	149
20	55	645
11	98	715
44	11	758
74	35	506
36	42	263
20	79	807
58	45	205
68	24	704
71	6	390
43	60	989
18	18	858
33	31	828
34	87	597
43	46	834
31	39	787
53	1	826
88	29	158
6	61	784
80	95	723
78	39	432
95	37	215
78	66	285
85	60	43
23	44	174
0	46	782
53	77	443
31	90	416
96	9	509
50	75	624
89	95	957
11	13	129
5	99	10
68	25	47
21	58	882
14	91	427
7	52	744
68	62	963
7	55	983
68	43	101
35	97	652
8	32	935
72	65	640
21	73	725
61	32	847
78	80	568
81	6	786
92	37	683
34	23	839
72	30	50
96	22	997
54	67	597
39	71	290
20	67	285
11	93	972
69	28	149
55	7	575
5	36	211
37	56	626
59	26	85
37	19	75
89	32	105
34	57	455
94	76	990
36	73	516
28	27	604
69	12	737
76	23	778
31	79	694
89	14	848
99	25	192
97	35	722
48	20	409
12	16	182
48	97	9
93	49	124
11	4	654
55	48	725
15	76	859
53	50	730
97	69	206
3	27	479
18	69	235
20	74	41
27	22	938
19	90	21
5	77	56
36	96	787
15	3	328
50	90	41
82	74	649
95	40	841
41	80	797
50	86	963
29	44	369
89	23	498
74	60	852
7	31	191
52	54	925
27	23	670
51	5	430
9	34	748
1	84	547
27	3	560
45	41	901
3	59	214
38	42	90
80	50	803
58	22	811
32	36	563
11	63	295
75	79	781
57	16	153
24	35	306
20	82	731
73	96	483
62	44	1
60	74	278
80	49	199
89	93	657
53	40	544
66	16	235
52	98	292
63	51	767
53	51	442
65	38	11
7	45	808
81	78	320
42	2	829
58	35	82
74	30	235
46	9	935
50	34	857
93	8	994
49	76	897
65	75	746
57	27	131
29	73	905
73	45	369
97	62	681
47	5	861
11	32	252
8	71	925
42	21	427
41	32	740
47	7	1
85	13	558
98	50	99
76	20	473
67	9	146
27	43	344
50	80	698
9	84	103
94	12	850
21	10	256
91	36	326
5	3	215
17	52	360
33	17	429
79	79	345
58	72	757
69	57	931
58	69	373
75	85	138
0	29	855
68	59	268
24	5	890
57	58	458
2	22	881
98	55	71
74	98	826
9	90	307
19	3	569
73	44	710
10	50	545
9	66	694
99	33	525
72	92	506
4	61	463
22	88	820
79	36	304
58	76	587
83	26	811
48	24	215
51	78	620
69	89	566
27	24	336
38	88	622
12	84	289
81	38	62
46	51	547
69	61	804
99	10	537
22	95	507
23	2	364
69	2	366
37	50	383
11	84	673
91	14	589
10	3	805
24	84	941
1	75	523
25	11	741
81	37	644
4	76	139
20	54	651
19	8	437
99	42	518
9	46	105
68	4	501
6	44	762
26	22	330
71	2	418
20	53	525
92	68	564
36	38	669
57	69	453
75	93	245
8	38	966
22	60	966
79	59	499
2	9	689
36	62	603
94	82	705
59	70	796
75	99	72
12	0	257
91	30	8
53	38	467
96	87	656
89	61	647
36	24	680
12	0	529
71	85	421
44	36	690
59	42	21
15	38	202
96	75	444
6	46	49
57	47	426
3	44	960
86	25	546
3	47	840
53	82	820
17	39	577
28	50	391
41	93	830
5	14	42
88	22	507
18	64	66
92	44	62
81	22	916
55	32	612
10	73	17
38	59	847
13	85	355
79	1	58
8	19	55
71	9	97
79	72	732
0	20	429
73	47	146
15	51	887
1	46	893
61	0	114
59	53	747
38	76	694
70	21	543
69	6	273
70	91	303
93	52	644
42	69	592
71	30	954
37	42	106
93	32	507
9	18	719
67	49	473
91	44	494
94	4	328
61	76	889
64	87	841
43	78	5
95	60	250
46	70	840
96	51	809
55	32	27
40	88	485
59	66	500
51	49	328
18	98	726
80	24	936
85	80	768
36	69	419
57	51	897
75	91	942
13	51	81
36	85	608
63	86	436
32	83	40
77	73	181
0	77	239
65	40	476
80	67	925
66	35	675
31	8	207
79	22	849
72	76	414
0	95	502
56	71	777
83	51	563
95	82	86
76	57	222
26	18	450
92	11	950
95	97	266
88	46	228
26	62	953
42	16	210
33	37	816
27	53	706
75	96	467
49	86	452
49	51	630
43	91	217
76	45	144
80	74	260
70	51	308
88	60	685
19	6	602
20	12	239
27	9	57
9	39	110
20	53	727
61	52	579
36	61	740
48	80	2
24	72	531
8	52	726
12	52	134
47	67	781
86	46	198
43	48	660
53	61	122
87	70	506
17	76	750
87	0	537
84	30	783
96	38	317
3	69	552
3	35	965
98	57	303
93	2	475
83	25	443
91	1	445
26	53	181
66	13	259
49	88	196
77	46	34
35	74	729
77	30	189
41	33	912
96	47	187
37	51	714
57	25	328
13	60	885
70	76	839
61	24	2
58	20	195
25	21	638
66	21	747
48	98	927
86	14	594
19	66	22
70	58	64
2	60	824
99	15	122
40	57	705
89	4	450
44	84	388
31	17	83
93	30	166
91	97	883
22	44	529
89	26	439
9	76	819
16	38	754
90	16	301
19	53	739
90	50	741
85	82	922
50	94	411
5	52	892
79	63	70
30	87	123
48	52	527
36	75	83
39	45	801
99	86	21
89	57	73
45	63	569
10	97	1000
75	83	820
31	69	518
59	61	355
91	1	765
21	49	239
27	78	21
53	92	612
53	34	533
67	38	449
12	59	393
46	61	627
94	83	305
56	49	143
21	32	68
84	1	657
10	93	514
37	73	561
84	26	737
39	29	557
43	46	640
60	84	96
87	90	840
13	39	997
64	16	623
45	38	890
16	37	703
81	96	349
27	40	541
54	65	856
87	42	677
28	90	63
28	82	145
78	95	109
50	12	574
15	34	168
11	19	3
92	15	227
90	27	506
90	17	29
27	77	288
47	51	500
57	27	211
91	25	927
40	91	925
39	88	137
60	87	881
81	78	134
2	67	649
13	75	856
31	5	129
53	71	947
98	1	156
30	23	65
23	78	82
30	3	78
13	41	79
76	28	298
47	73	370
87	35	473
27	54	909
85	8	509
67	26	996
95	71	222
62	10	769
55	7	762
45	2	741
82	95	846
9	76	48
94	92	693
85	18	511
12	90	373
9	12	261
16	75	629
17	90	52
94	91	455
65	5	389
51	79	864
95	6	473
45	33	842
5	58	706
5	26	915
60	7	206
54	37	111
90	92	283
12	21	350
14	48	217
59	93	262
42	16	801
42	60	477
1	92	675
83	23	996
14	56	631
8	50	444
67	98	390
34	8	733
15	5	890
6	29	402
40	32	939
84	46	559
19	46	687
66	57	464
99	41	476
87	56	644
8	62	574
52	15	666
42	75	828
49	92	370
60	3	475
42	81	964
93	82	198
89	86	533
29	4	67
59	52	294
9	15	419
27	1	891
17	92	70
30	43	138
95	75	968
33	43	987
48	40	621
90	90	238
69	65	915
22	11	747
93	37	570
77	61	329
73	8	959
77	99	380
76	32	287
66	17	941
21	65	670
39	43	578
4	57	131
81	99	620
68	47	653
86	34	333
80	17	304
88	80	432
76	67	168
38	62	338
61	11	669
90	87	779
91	99	600
90	11	722
58	66	661
12	92	930
82	18	504
15	24	139
18	74	788
46	51	533
7	2	611
98	99	410
73	6	121
62	59	89
72	23	405
31	4	793
28	67	871
68	16	137
9	90	291
92	86	578
31	58	631
90	19	536
56	58	763
39	63	457
21	76	106
93	0	653
55	28	477
9	90	147
96	77	430
49	59	555
91	34	637
64	79	8
70	67	563
40	53	870
19	41	979
8	53	480
28	83	985
84	44	216
30	24	850
0	53	414
1	5	180
95	27	782
17	17	35
14	30	136
19	96	866
49	61	521
99	59	113
99	8	983
32	84	39
59	22	911
53	57	285
99	50	626
39	30	472
44	77	833
23	55	814
65	49	923
69	93	76
2	9	521
46	3	509
66	99	898
52	94	424
27	52	130
82	34	188
16	83	381
75	60	264
78	85	33
39	60	558
91	58	976
56	44	711
71	66	759
48	59	901
97	48	149
49	43	187
30	93	608
74	49	860
76	84	792
6	31	998
6	35	389
15	42	229
68	79	154
61	19	241
19	50	601
15	68	909
42	45	974
61	75	700
99	45	295
34	21	391
66	97	336
79	83	689
33	46	931
13	52	497
86	26	551
30	57	112
12	29	79
50	72	287
80	27	338
80	50	129
51	87	896
29	24	354
59	27	616
17	97	62
63	27	659
9	90	561
0	57	10
81	36	906
53	34	421
44	54	206
60	98	31
25	73	760
3	5	874
57	91	478
70	76	686
52	42	69
79	6	115
75	35	738
61	77	336
38	39	887
54	87	263
74	35	767
30	80	560
60	71	743
3	66	399
47	47	250
37	37	76
1	69	319
64	78	292
68	68	357
23	18	678
82	51	981
70	16	483
37	23	858
59	72	868
86	29	885
87	64	568
89	90	958
27	11	494
87	65	696
59	84	625
25	1	260
29	15	656
21	50	955
96	75	415
49	51	551
40	27	701
27	11	306
41	13	657
71	73	774
54	11	612
19	87	229
85	39	130
51	21	198
58	92	187
17	95	455
29	71	532
25	90	61
83	41	54
4	99	102
9	23	49
87	23	116
83	52	654
85	14	740
59	70	276
10	37	378
24	82	635
29	56	219
88	28	956
97	39	736
30	78	471
14	57	992
35	6	87
67	67	203
97	74	338
69	67	563
24	13	183
48	62	8
77	69	478
32	4	88
61	71	782
50	6	255
13	78	189
38	95	380
45	34	699
0	82	705
44	1	631
33	22	941
54	80	296
88	34	565
96	72	115
98	61	541
17	31	549
43	51	311
49	64	121
38	60	109
33	84	35
73	85	639
85	23	575
60	16	628
91	41	774
27	59	177
63	0	617
15	88	131
85	37	563
16	11	610
83	8	122
83	32	318
12	37	140
0	20	939
7	38	14
81	70	398
10	19	263
90	75	322
20	88	23
19	17	339
28	84	454
46	24	149
93	14	945
43	93	363
33	49	341
45	66	823
68	1	641
25	78	183
98	42	220
84	58	833
19	53	169
57	69	81
72	47	997
71	89	179
74	62	583
84	3	390
2	37	610
57	13	727
66	71	54
32	54	86
53	33	832
25	62	711
30	65	439
73	11	706
27	97	379
5	76	934
27	77	685
28	3	967
70	48	255
44	65	61
53	10	871
25	18	887
94	48	547
32	13	560
20	77	560
40	89	982
27	78	640
9	34	942
40	12	627
20	85	796
78	67	820
76	32	782
73	55	620
7	19	503
27	73	759
91	85	205
89	36	292
30	54	577
78	48	460
27	42	99
97	12	73
96	15	938
73	20	222
18	12	359
42	96	840
87	88	342
41	80	741
60	59	622
66	21	577
91	19	355
4	93	512
93	79	180
60	2	31
96	33	111
61	54	148
60	30	855
53	13	575
57	86	802
3	45	673
79	26	114
29	28	990
20	86	811
2	13	499
99	30	644
63	88	488
19	25	271
82	49	457
74	69	949
40	18	109
25	58	360
12	82	614
41	77	285
28	1	173
91	58	641
59	45	785
33	30	971
23	99	937
40	57	799
32	10	769
32	18	866
28	38	413
47	87	758
64	28	96
87	29	355
46	7	275
71	91	255
5	37	279
13	20	238
42	62	728
97	34	658
50	50	562
37	9	372
70	32	118
72	84	39
43	92	692
13	5	155
99	24	132
18	1	637
47	24	332
8	90	852
9	39	185
62	69	765
27	79	857
48	44	194
16	74	353
62	14	635
52	21	406
19	92	979
8	0	346
45	75	495
19	37	559
69	25	903
81	7	651
26	73	127
77	21	165
89	2	580
17	55	683
22	80	87
59	75	68
31	94	317
40	69	178
87	71	812
96	56	43
8	65	777
17	94	914
52	42	643
83	22	230
82	29	550
90	37	710
70	35	670
19	55	525
11	64	751
57	87	177
63	25	512
52	89	39
74	26	358
35	77	394
46	59	389
38	93	614
96	38	74
20	82	231
58	82	537
89	86	518
41	55	150
34	4	734
43	82	403
29	13	542
9	72	724
45	56	568
6	93	731
91	5	650
7	85	217
35	59	81
41	28	536
8	62	576
61	53	871
72	13	627
71	43	643
87	2	336
97	27	222
28	66	842
52	30	886
32	7	77
87	83	169
53	59	61
59	42	385
1	71	270
25	28	493
71	46	827
41	24	205
20	34	149
98	54	292
92	79	357
42	21	833
95	75	306
93	71	22
82	24	765
20	15	219
55	4	573
7	16	854
95	81	846
75	99	381
7	75	69
91	47	770
71	77	597
35	91	585
57	31	902
6	50	948
65	12	390
0	93	139
85	97	661
13	26	173
28	43	559
88	37	307
39	21	425
32	35	729
79	13	459
31	48	279
93	39	37
44	2	201
6	19	923
28	54	848
37	28	234
97	30	706
81	12	474
56	16	992
99	62	777
40	0	204
99	83	839
94	19	3
89	47	710
39	53	889
29	17	786
28	79	34
67	99	593
22	98	427
21	5	733
3	95	522
82	62	947
62	36	932
75	7	988
60	9	463
56	28	240
5	33	954
30	24	349
76	6	140
15	40	146
10	94	602
74	4	67
86	1	923
88	92	271
75	77	867
73	92	920
90	88	717
18	72	663
93	57	1000
94	67	313
14	11	261
31	32	140
25	65	972
0	49	683
29	43	714
10	66	820
96	55	837
80	90	867
11	1	584
65	35	105
2	95	75
89	88	252
51	40	470
70	10	318
1	22	588
58	2	440
78	34	309
32	10	152
88	93	703
28	11	102
78	24	513
2	57	649
64	67	860
76	21	783
31	45	252
63	47	985
47	60	688
23	81	547
2	80	941
47	47	500
53	43	738
58	22	53
4	72	352
6	23	418
88	81	670
44	24	819
21	32	222
28	12	951
5	86	139
12	7	580
69	76	761
85	15	219
21	30	345
39	22	278
73	44	78
77	94	479
36	72	620
90	92	900
33	17	743
49	17	579
19	30	573
57	67	290
36	48	767
26	79	912
3	6	851
17	62	740
85	78	881
43	16	605
65	96	176
88	99	272
5	87	662
59	77	160
55	73	850
98	7	500
57	37	518
88	18	824
76	77	427
1	37	759
65	0	774
41	61	288
38	88	718
20	26	870
85	94	512
35	87	854
19	20	272
8	24	635
69	79	640
16	8	352
3	27	571
95	89	642
59	83	259
96	39	808
15	20	781
17	10	985
88	81	817
58	52	277
64	94	499
70	73	781
99	80	380
72	72	798
43	71	592
59	47	271
51	29	629
51	38	656
72	10	190
86	0	243
17	27	486
98	6	93
3	6	737
97	21	104
82	32	466
89	58	883
55	38	910
39	8	842
10	74	569
91	98	722
38	27	23
9	46	835
30	41	141
67	44	878
44	91	108
16	2	637
5	80	124
56	31	838
11	40	364
70	18	170
24	11	238
41	50	336
77	12	515
53	15	427
68	23	387
79	97	283
35	80	149
81	34	630
28	28	994
43	62	437
6	93	265
16	17	548
42	50	112
27	54	881
64	55	230
40	6	435
14	85	103
97	33	214
46	5	18
40	74	571
48	10	255
20	70	302
20	97	339
15	44	277
31	70	759
33	28	369
73	84	110
37	23	278
88	38	988
53	58	270
55	39	484
29	85	98
30	41	706
86	11	789
10	37	736
20	49	592
4	47	30
98	17	151
52	77	861
46	30	909
62	53	543
28	69	972
56	16	874
55	97	525
63	96	194
41	94	473
11	48	288
63	27	247
75	39	661
55	51	178
57	86	557
85	73	587
84	25	561
87	72	64
87	54	591
35	11	979
5	83	598
33	40	432
15	77	918
64	61	793
12	27	471
76	32	604
2	34	992
81	94	817
74	24	561
46	12	118
91	43	523
52	17	854
60	14	972
75	85	949
99	70	229
92	71	22
18	43	578
36	36	854
55	11	668
26	11	433
56	60	974
14	63	565
65	87	34
33	15	12
39	68	686
1	74	260
79	18	439
83	47	814
23	45	39
60	11	711
74	19	914
79	26	808
10	8	670
68	33	678
57	51	979
5	74	20
84	63	735
11	12	944
11	10	348
63	82	376
34	75	883
19	32	739
95	36	25
90	82	905
80	19	654
8	8	685
38	26	192
32	40	656
3	59	917
11	97	656
29	73	431
28	71	593
59	84	131
89	28	8
34	70	614
99	59	542
5	25	98
56	25	663
38	86	916
38	85	197
84	13	231
40	7	486
36	24	106
19	42	821
76	72	111
32	4	582
54	61	588
88	12	552
34	82	7
20	64	965
72	15	792
87	2	76
23	28	686
85	6	978
71	96	967
18	57	466
4	61	353
76	16	85
47	20	346
39	19	738
58	52	242
99	42	972
42	41	900
22	82	300
1	47	714
70	6	685
40	80	177
76	28	799
13	25	175
80	94	547
39	0	335
46	39	296
10	53	548
81	37	552
1	81	330
45	94	314
5	83	785
61	44	696
18	90	204
28	69	840
62	34	326
54	4	397
38	58	768
17	99	435
32	16	327
43	18	913
97	17	699
30	25	90
25	45	374
23	42	445
64	48	153
22	45	747
68	87	302
25	46	552
10	98	327
49	60	558
72	98	933
3	94	631
67	73	788
59	59	231
37	61	57
55	62	992
14	24	904
49	25	263
1	56	378
46	65	122
31	58	456
59	50	519
85	11	555
98	67	829
4	94	370
47	58	874
59	99	469
87	28	629
59	17	295
77	57	269
25	25	372
88	37	56
89	34	293
16	19	239
41	7	725
25	86	892
64	75	985
7	84	230
67	26	103
68	80	983
62	15	985
98	49	845
87	57	193
95	66	992
42	0	70
8	11	91
13	71	929
70	58	680
99	60	441
26	25	819
8	11	789
45	11	700
35	16	739
21	50	263
36	31	220
23	18	542
37	25	297
46	46	991
56	66	808
6	69	322
56	99	441
29	5	210
83	61	396
41	79	310
7	64	738
57	21	138
38	62	542
81	99	140
40	59	159
48	69	71
69	41	661
77	34	632
45	66	589
55	52	902
96	77	824
35	43	989
51	63	525
58	38	751
68	63	242
75	81	184
35	89	170
55	60	78
36	28	647
85	30	310
44	30	522
26	74	682
64	24	973
33	76	320
58	38	96
72	75	224
60	70	48
88	71	761
10	33	750
58	24	109
24	63	843
60	4	188
42	91	256
58	14	169
80	85	89
99	90	472
98	46	38
25	60	80
27	64	124
44	18	365
43	38	367
84	1	759
0	14	418
92	92	947
48	71	40
54	95	92
19	71	326
33	2	906
16	37	5
59	82	703
54	90	453
36	89	89
92	91	139
27	3	564
5	28	124
8	36	763
68	86	362
78	18	683
18	40	307
35	25	728
30	55	985
11	45	752
2	87	681
96	61	290
82	98	350
58	87	887
97	34	472
83	94	719
1	69	719
27	79	866
3	80	572
12	1	648
47	82	617
9	58	610
17	42	144
48	37	819
94	19	442
69	38	41
46	3	588
98	38	15
76	80	258
58	17	288
8	59	841
48	93	377
46	76	552
96	88	622
55	90	883
85	71	956
65	4	767
72	77	889
90	57	373
51	54	527
26	90	547
2	50	36
97	38	355
62	74	534
58	49	197
73	95	388
12	58	197
57	50	954
46	85	335
67	59	69
13	56	272
53	27	750
47	39	600
9	55	970
6	93	897
25	49	445
45	4	197
99	76	223
34	71	394
19	24	136
22	6	725
46	49	881
16	27	69
70	72	520
91	79	724
68	35	658
91	19	186
3	8	901
72	15	519
7	32	34
66	36	677
1	93	806
37	6	951
48	19	240
49	16	49
91	92	46
8	41	314
10	13	137
23	71	37
24	83	177
30	10	559
4	49	55
8	4	585
0	86	615
69	76	918
20	44	516
98	48	482
64	93	206
86	71	648
33	53	364
91	77	689
17	77	754
91	59	143
91	20	796
15	82	140
28	11	703
55	50	109
68	22	602
29	0	116
44	30	513
77	55	480
78	41	593
68	63	345
21	43	730
71	12	712
52	10	543
48	42	231
69	93	587
10	99	90
31	90	799
59	51	597
59	48	802
68	6	939
70	9	532
6	99	28
10	29	436
40	91	203
26	58	61
96	48	481
56	36	737
77	88	762
57	77	220
59	49	812
60	85	526
18	19	447
89	18	770
73	59	3
46	62	546
70	29	439
51	0	139
57	19	756
74	68	320
49	45	912
50	52	247
41	42	36
60	68	596
17	77	963
36	51	664
94	49	940
61	29	665
4	64	383
91	42	444
76	39	119
91	18	718
75	98	288
24	77	61
98	83	762
88	25	474
81	45	490
22	4	935
64	81	389
71	67	145
87	72	617
31	82	681
37	3	397
61	38	618
23	12	627
15	68	52
63	91	269
17	34	672
60	58	228
65	58	902
62	75	914
71	24	782
93	45	501
59	39	891
72	60	1000
70	41	602
20	68	333
94	54	627
53	79	251
24	91	363
14	44	402
12	79	741
51	67	171
8	22	565
76	0	908
60	48	519
82	22	228
67	98	144
64	46	868
60	50	605
51	75	519
69	59	389
45	97	8
43	44	33
32	81	161
39	30	359
76	85	342
71	85	767
31	87	146
3	94	433
78	54	412
44	60	86
56	93	247
59	99	319
78	31	581
23	21	835
44	18	455
29	90	624
33	51	807
76	94	683
60	90	912
98	88	430
53	60	51
23	6	765
92	84	934
77	51	780
28	19	763
10	85	316
94	36	830
22	77	239
28	42	415
18	17	80
77	1	740
75	44	751
2	77	406
24	54	968
68	97	188
72	58	555
74	73	89
69	82	823
20	14	945
54	85	837
1	33	728
53	18	677
49	92	984
64	38	852
70	63	251
74	16	278
40	60	366
27	36	504
36	75	831
44	99	210
84	90	182
96	92	225
87	43	772
30	54	12
7	23	389
46	96	878
24	14	341
5	31	980
94	48	565
93	71	184
11	62	824
48	33	369
97	86	926
57	30	632
75	6	53
55	95	794
56	32	675
17	44	993
0	45	773
73	6	699
35	27	867
59	67	778
64	60	559
11	64	668
21	82	270
36	19	29
50	22	140
48	52	8
97	89	949
43	74	813
30	36	952
29	41	728
81	12	806
55	88	595
53	62	117
14	49	787
50	79	432
73	84	447
16	94	934
85	61	711
18	77	406
7	46	451
65	67	661
50	16	628
12	81	194
49	82	390
55	53	190
43	46	128
46	19	810
75	11	224
47	0	757
52	75	582
74	73	869
58	27	76
97	29	902
43	79	989
43	9	460
2	50	967
99	56	818
65	27	566
4	0	117
7	5	586
53	60	820
85	28	645
33	53	825
49	38	506
35	12	523
85	81	45
29	95	187
11	37	104
74	41	179
54	36	61
52	63	569
34	95	5
72	32	372
29	97	477
25	98	171
32	7	88
80	63	926
90	34	654
43	6	234
31	29	634
27	49	473
85	25	62
25	82	996
20	72	611
58	69	887
27	68	123
69	65	172
20	94	936
94	63	870
50	16	750
82	29	11
31	4	774
18	37	52
63	21	162
99	77	259
65	16	119
29	78	104
51	52	810
23	85	457
49	93	540
65	78	881
78	43	138
7	3	467
7	53	385
6	99	91
42	67	144
60	43	833
87	41	444
91	85	409
31	8	735
64	10	212
2	58	168
6	87	755
76	68	848
5	91	92
50	65	883
46	33	125
50	8	256
72	62	717
33	52	904
79	42	609
70	69	609
35	70	360
46	81	439
46	14	256
7	92	707
18	85	236
8	51	641
49	23	792
51	25	437
88	95	337
98	18	854
54	39	545
40	61	355
78	3	846
45	27	286
95	85	355
13	67	939
53	2	980
43	35	46
22	5	484
85	1	715
86	46	836
27	23	129
34	0	662
31	46	241
30	29	738
19	99	745
50	39	230
37	13	326
64	42	79
23	60	830
43	23	566
75	24	701
87	27	612
42	79	496
89	45	999
8	55	611
17	83	837
98	72	361
97	39	966
95	56	177
28	6	721
29	11	138
15	62	677
47	79	129
22	30	603
60	0	597
58	46	513
46	29	371
56	18	935
25	49	199
20	18	418
3	47	737
23	13	481
95	47	318
33	26	698
81	44	93
38	47	906
87	50	469
61	24	86
56	63	495
82	66	343
84	4	798
13	30	332
92	6	772
75	33	122
24	66	704
27	72	756
38	50	780
64	3	955
79	42	560
12	20	473
73	46	75
64	20	225
16	95	135
65	83	214
79	12	978
20	96	440
70	67	610
93	45	527
64	58	401
12	85	506
46	41	558
81	39	210
82	94	219
67	21	338
15	41	421
16	34	601
1	11	388
59	29	212
58	88	251
81	78	423
38	76	130
70	14	905
33	40	900
71	91	303
21	55	205
91	80	855
15	98	974
83	24	580
49	3	182
9	66	376
4	44	377
53	29	300
70	81	961
47	19	70
48	71	640
49	14	340
66	2	703
11	59	155
58	24	110
46	48	982
23	90	922
15	71	318
27	60	534
50	82	848
96	19	699
13	37	34
12	60	566
10	74	726
53	82	845
66	58	448
60	62	442
84	19	955
50	72	551
5	27	809
18	0	215
83	50	474
11	35	285
1	68	159
34	40	761
48	80	286
3	99	962
13	27	946
55	6	336
30	84	731
55	88	340
22	39	619
11	83	627
14	1	303
10	38	119
48	66	49
49	47	761
50	90	389
80	70	485
82	63	354
32	4	958
78	55	183
73	33	537
50	6	538
86	31	903
30	60	479
88	7	360
69	51	946
59	49	111
58	32	632
97	6	192
5	79	559
27	26	993
52	86	668
29	56	20
54	91	784
24	84	411
19	48	361
6	74	885
23	88	925
74	71	141
19	81	453
24	63	104
80	84	179
62	71	128
67	66	304
84	89	68
54	5	304
86	9	251
8	61	554
41	30	476
7	46	509
67	32	325
56	79	293
78	67	210
14	24	848
12	24	358
43	81	491
65	14	192
14	2	267
65	23	879
69	59	357
17	56	144
13	41	995
85	74	704
64	56	411
18	7	417
38	27	937
95	6	440
93	8	167
65	64	519
93	31	769
30	93	728
79	26	774
43	61	270
78	15	675
49	82	453
15	53	58
70	88	954
75	62	365
89	82	532
3	88	168
97	57	583
45	47	492
38	89	135
17	58	551
14	64	967
58	16	952
26	71	717
57	28	480
82	32	145
30	49	78
74	40	590
63	79	337
70	42	395
98	50	834
69	74	949
17	40	870
42	54	848
12	37	246
15	10	987
31	14	509
0	98	258
26	65	860
42	85	314
35	54	223
50	99	37
8	18	13
66	13	739
34	71	23
20	71	805
28	50	805
49	48	698
77	17	363
83	50	379
32	10	979
20	81	430
12	35	774
90	91	173
4	64	992
60	21	153
37	61	322
46	66	421
89	40	695
49	33	847
66	31	336
58	85	578
68	81	899
74	48	546
82	24	482
15	4	763
24	17	13
41	42	195
12	62	686
11	93	892
91	72	54
95	53	859
40	17	195
33	29	195
45	65	849
96	29	467
26	6	12
44	93	304
91	26	406
96	43	990
71	33	268
71	16	642
50	10	557
49	76	667
77	29	363
6	1	425
95	5	318
42	41	158
62	26	404
71	83	542
32	81	702
29	93	289
89	15	539
78	63	749
70	86	455
82	80	531
71	9	103
25	14	319
70	27	703
2	40	209
97	45	27
58	67	999
83	56	472
9	7	622
44	31	25
97	1	177
3	69	572
65	92	236
74	41	822
14	32	136
45	45	371
36	45	203
99	9	800
34	77	658
52	45	571
24	99	649
68	21	898
89	55	263
89	0	647
27	31	517
39	18	145
24	99	585
39	29	708
17	3	808
16	37	133
1	82	730
19	80	187
4	69	151
64	31	713
41	57	307
71	8	182
89	47	220
34	30	582
9	69	582
90	14	1000
17	2	183
21	62	991
29	33	944
3	9	117
4	32	242
33	26	287
34	29	28
4	29	36
81	13	352
80	86	541
24	88	639
47	98	87
24	91	599
46	82	977
58	51	899
23	48	481
48	66	94
84	18	60
43	5	677
94	89	447
12	5	329
33	15	316
79	75	531
42	61	432
50	51	809
98	41	684
29	12	303
94	32	253
16	34	30
63	59	425
72	30	866
94	72	313
3	26	495
43	19	668
59	40	288
13	25	963
23	19	529
50	31	471
11	4	173
2	4	192
0	10	917
6	2	25
19	25	62
60	38	424
29	22	281
80	11	471
71	1	367
3	85	745
15	88	978
85	81	431
17	92	538
72	54	536
85	4	875
2	19	794
86	65	389
76	18	662
96	28	763
88	63	6
33	68	720
1	16	642
96	75	368
2	10	828
70	69	867
9	64	984
16	88	965
72	22	568
39	36	381
12	36	226
24	63	7
41	40	627
79	8	351
80	41	709
62	39	302
87	55	99
83	86	318
51	56	474
29	70	858
37	10	444
94	94	94
4	73	207
64	39	159
49	63	173
56	71	841
71	15	72
14	33	764
3	50	842
40	59	938
5	90	211
83	59	992
35	93	460
10	91	129
52	45	261
87	94	88
44	80	160
25	37	167
97	27	143
18	97	174
87	29	491
49	57	65
2	68	169
31	0	602
82	50	648
92	76	265
54	25	57
97	54	507
71	74	306
47	35	232
58	10	374
12	75	963
42	65	579
77	5	908
65	82	405
14	92	114
20	86	74
23	94	818
33	86	379
5	5	954
1	43	23
51	45	622
62	88	868
53	60	740
25	19	233
30	55	725
51	3	651
77	66	62
4	88	107
17	90	408
79	58	981
62	88	546
38	0	447
97	11	216
55	73	252
37	52	311
95	99	496
10	66	399
69	35	140
28	60	167
63	48	449
87	21	876
96	58	559
32	31	404
49	79	718
97	76	872
55	56	894
84	66	9
56	84	566
5	25	999
61	26	656
18	33	571
80	64	602
49	16	389
